,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,# feature,class,assembly,assembly_unit,seq_type,chromosome,genomic_accession,start,end,strand,non-redundant_refseq,related_accession,name,symbol,GeneID,locus_tag,feature_interval_length,product_length,attributes
1512,CAJ68321.1,166.5094846,-1.253318538,0.364866383,-3.435006886,0.000592539,0.006161737,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1686037,1686726,+,NA,NA,putative SAM-dependent methyltransferase,NA,NA,CD630_14560,690,229,old_locus_tag=CD1456
1513,CAJ68322.1,601.615404,0.011300477,0.320205345,0.035291344,0.971847425,0.988400871,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1686740,1687837,+,NA,NA,conserved hypothetical protein,NA,NA,CD630_14570,1098,365,old_locus_tag=CD1457
1514,CAJ68323.1,716.9490849,-0.160264126,0.296896979,-0.53979709,0.589336974,0.735101885,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1687897,1688472,+,NA,NA,putative flavodoxin protein,wrbA,NA,CD630_14580,576,191,old_locus_tag=CD1458
1515,CAJ68324.1,825.3170961,4.181659476,0.887621481,4.711084134,2.46E-06,8.94E-05,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1688532,1688999,-,NA,NA,putative 5-nitroimidazole antibiotic resistance protein,NA,NA,CD630_14590,468,155,old_locus_tag=CD1459
1516,CAJ68325.1,818.2907459,1.204920925,0.485606183,2.481271791,0.013091451,0.058461461,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1689385,1689861,-,NA,NA,"putative phosphohydrolase, HD superfamily",NA,NA,CD630_14600,477,158,old_locus_tag=CD1460
1517,CAJ68326.1,546.2436281,0.949955994,0.482868458,1.967318385,0.049146517,0.147439551,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1689981,1691072,-,NA,NA,putative membrane protein,NA,NA,CD630_14610,1092,363,old_locus_tag=CD1461
1518,CAJ68327.1,409.0504641,0.796053628,0.414030212,1.92269454,0.054518423,0.158919056,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1691065,1691454,-,NA,NA,"Transcriptional regulator, GntR family",NA,NA,CD630_14620,390,129,old_locus_tag=CD1462
1519,CAJ68328.1,99.32307009,0.718311765,0.409650519,1.753474566,0.079520582,0.203585887,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1691646,1692092,+,NA,NA,uncharacterised protein,NA,NA,CD630_14630,447,148,old_locus_tag=CD1463
1520,CAJ68329.1,67.97095458,0.352109642,0.479500176,0.734326408,0.462749827,0.636130657,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1692377,1693081,+,NA,NA,Two-component response regulator,NA,NA,CD630_14640,705,234,old_locus_tag=CD1464
1521,CAJ68330.1,120.5006617,-0.002412037,0.401275871,-0.006010919,0.99520401,0.99863085,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1693059,1694312,+,NA,NA,Two-component sensor histidine kinase,NA,NA,CD630_14650,1254,417,old_locus_tag=CD1465
1522,CAJ68331.1,182.193878,-0.215434457,0.295823374,-0.728253669,0.466458318,0.639329394,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1694392,1695069,+,NA,NA,"ABC-type transport system, ATP-binding protein",NA,NA,CD630_14660,678,225,old_locus_tag=CD1466
1523,CAJ68332.1,406.7500843,0.682026698,0.383194317,1.779845543,0.075101242,0.196068263,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1695070,1697631,+,NA,NA,"ABC-type transport system, permease protein",NA,NA,CD630_14670,2562,853,old_locus_tag=CD1467
1524,CAJ68333.1,3877.465408,-0.186532759,0.398152029,-0.468496318,0.639429704,0.772070699,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1697852,1699126,+,NA,NA,putative iron-sulfur protein,NA,NA,CD630_14680,1275,424,old_locus_tag=CD1468
1525,CAJ68334.1,31810.83464,0.332696075,0.280722081,1.185143947,0.235960538,0.414582777,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1699305,1702328,-,NA,NA,putative cell surface protein ; putative penicillin-binding protein cwp20,cwp20,NA,CD630_14690,3024,1007,old_locus_tag=CD1469
1526,CAJ68335.1,27.72837075,3.447645544,1.389411983,2.481370239,0.013087835,0.058461461,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1702534,1702833,+,NA,NA,putative rhodanese-like domain-containing protein,NA,NA,CD630_14700,300,99,old_locus_tag=CD1470
1527,CAJ68336.1,2177.439191,-0.101385971,0.261717504,-0.387387048,0.698469691,0.814661246,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1703071,1705290,-,NA,NA,putative membrane protein,NA,NA,CD630_14710,2220,739,old_locus_tag=CD1471
1528,CAJ68337.1,105.5766234,0.90161662,0.469965935,1.918472284,0.055051153,0.159435224,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1705592,1707364,+,NA,NA,"ABC-type transport system, multidrug-family ATP-binding protein/permease",NA,NA,CD630_14720,1773,590,old_locus_tag=CD1472
1529,CAJ68338.1,486.3610344,0.636006,0.463024942,1.373589071,0.169569292,0.337135079,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1707377,1709200,+,NA,NA,"ABC-type transport system, multidrug-family ATP-binding/permease",NA,NA,CD630_14730,1824,607,old_locus_tag=CD1473
1530,CAJ68339.1,47354.89379,-0.734391803,0.318362845,-2.306776101,0.021067305,0.082633774,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1709318,1709863,+,NA,NA,putative rubrerythrin (Rr),NA,NA,CD630_14740,546,181,old_locus_tag=CD1474
1531,CAJ68340.2,684.131459,-0.491650494,0.412943015,-1.190601306,0.233810139,0.411585893,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1710126,1710731,+,NA,NA,putative hydrolase,NA,NA,CD630_14750,606,201,old_locus_tag=CD1475
1532,CAJ68341.1,1484.876576,0.589906253,0.310128132,1.902137191,0.057153222,0.162880082,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1711058,1713955,+,NA,NA,putative signaling protein,NA,NA,CD630_14760,2898,965,old_locus_tag=CD1476
1533,CAJ68342.1,10.88054447,-0.210264576,0.907180508,-0.231778102,0.816710366,0.894720062,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1714276,1714488,+,NA,NA,Ferrous iron transport protein,feoA,NA,CD630_14770,213,70,old_locus_tag=CD1477
1534,CAJ68343.1,118.6160908,-1.829615177,0.772881259,-2.367265548,0.01792007,0.074455779,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1714501,1714722,+,NA,NA,Ferrous iron transport protein,feoA1,NA,CD630_14780,222,73,old_locus_tag=CD1478
1535,CAJ68344.1,5615.607969,-0.928787622,0.697772998,-1.331074181,0.183164604,0.353716934,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1714822,1716978,+,NA,NA,Ferrous iron transport protein B,feoB1,NA,CD630_14790,2157,718,old_locus_tag=CD1479
1536,CAJ68345.1,564.2055242,-1.10548112,0.691891567,-1.597766432,0.110094968,0.251898375,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1716998,1717156,+,NA,NA,conserved hypothetical protein,NA,NA,CD630_14800,159,52,old_locus_tag=CD1480
1537,CAJ68346.2,1259.770713,-0.390171143,0.409687493,-0.952362837,0.340913,0.523436632,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1717336,1718046,+,NA,NA,putative tryptophan RNA-binding attenuation protein,NA,NA,CD630_14810,711,236,old_locus_tag=CD1481
1538,CAJ68347.1,555.2590295,0.657603954,0.361820024,1.817489109,0.069142254,0.184412555,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1718131,1718901,+,NA,NA,"ABC-type transport system, sulfonates-family permease",ssuC,NA,CD630_14820,771,256,old_locus_tag=CD1482
1539,CAJ68348.1,1164.014185,0.049109884,0.336959481,0.145744184,0.88412334,0.931844015,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1718894,1719625,+,NA,NA,"ABC-type transport system, sulfonates-family ATP-binding protein",ssuB,NA,CD630_14830,732,243,old_locus_tag=CD1483
1540,CAJ68349.1,3646.928358,1.27972479,0.368740108,3.470533206,0.000519426,0.005589871,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1719626,1720618,+,NA,NA,"ABC-type transport system,alkanesulfonates-family extracellular solute-binding protein",ssuA,NA,CD630_14840,993,330,old_locus_tag=CD1484
1541,CAJ68350.1,123.0227279,1.619316759,0.624741686,2.591978087,0.009542585,0.047228141,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1720716,1721312,-,NA,NA,conserved hypothetical protein,NA,NA,CD630_14850,597,198,old_locus_tag=CD1485
1542,CAJ68351.1,40.0956912,2.208101208,0.848610304,2.602020264,0.009267638,0.046238267,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1721558,1722157,+,NA,NA,putative lipoprotein,NA,NA,CD630_14860,600,199,old_locus_tag=CD1486
1543,CAJ68352.1,13.30579283,0.257568384,0.824797606,0.312280712,0.754827197,0.855594086,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1722327,1722794,-,NA,NA,conserved hypothetical protein,NA,NA,CD630_14870,468,155,old_locus_tag=CD1487
1544,CAJ68353.1,110.8147608,-0.531557843,0.31588925,-1.682734828,0.092426436,0.223928447,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1722905,1723849,+,NA,NA,"Transcriptional regulator, DeoR family",NA,NA,CD630_14880,945,314,old_locus_tag=CD1488
1545,CAJ68354.1,74.04513196,-0.08936257,0.390986909,-0.228556426,0.819213695,0.896461454,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1724351,1725316,+,NA,NA,"ABC-type transport system, methionine-specific ATP-binding protein",metN,NA,CD630_14890,966,321,old_locus_tag=CD1489
1546,CAJ68355.1,317.0128476,-0.343933872,0.476250632,-0.722169902,0.470190026,0.64277824,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1725309,1725965,+,NA,NA,"ABC-type transport system, methionine-specific permease",metI,NA,CD630_14900,657,218,old_locus_tag=CD1490
1547,CAJ68356.1,557.7960109,-0.069657377,0.3697966,-0.188366733,0.850589176,0.913280172,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1726001,1726792,+,NA,NA,"ABC-type transport system, methionine-specific substrate-binding lipoprotein",metQ,NA,CD630_14910,792,263,old_locus_tag=CD1491
1548,CAJ68357.1,1152.569897,1.577209639,0.363247794,4.34196619,1.41E-05,0.000390128,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1726931,1729678,+,NA,NA,"Two-component sensor histidine kinase,sporulation-associated spo0A",NA,NA,CD630_14920,2748,915,old_locus_tag=CD1492
1549,CAJ68358.1,43.76846378,1.646311392,0.577748752,2.849528251,0.004378412,0.027795339,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1729787,1730395,+,NA,NA,putative 3-methyladenine DNA glycosylase,NA,NA,CD630_14930,609,202,old_locus_tag=CD1493
1550,CAJ68359.2,2701.536344,-0.740910148,0.308427665,-2.402216893,0.016296043,0.069662761,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1731280,1731864,+,NA,NA,"Transcriptional regulator, HTH-type",NA,NA,CD630_14940,585,194,old_locus_tag=CD1494
1551,CAJ68360.1,3480.072639,-0.628021461,0.278716183,-2.253265145,0.024242436,0.091483688,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1731904,1732707,+,NA,NA,Pyrroline-5-carboxylate reductase,proC,NA,CD630_14950,804,267,old_locus_tag=CD1495
1552,CAJ68361.1,5884.815576,-0.06899422,0.408709352,-0.168809987,0.865946103,0.921717215,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1732788,1733963,-,NA,NA,uncharacterised protein,NA,NA,CD630_14960,1176,391,old_locus_tag=CD1496
1553,CAJ68362.1,110.805287,0.305337751,0.546140646,0.559082635,0.576105325,0.727698241,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1734230,1734706,+,NA,NA,uncharacterised protein,NA,NA,CD630_14970,477,158,old_locus_tag=CD1497
1554,CAJ68363.1,2622.566394,0.792490079,0.586856593,1.350398187,0.176888292,0.345016047,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1734991,1735881,+,NA,NA,RNA polymerase sigma factor SigA2 (sigma-43),sigA2,NA,CD630_14980,891,296,old_locus_tag=CD1498
1555,CAJ68364.3,4798.748891,-0.522046639,0.230171909,-2.268072768,0.023324772,0.089295042,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1736355,1739781,+,NA,NA,putative membrane protein (virulence factor (mvin) homologue),NA,NA,CD630_14990,1635,544,old_locus_tag=CD1499
1556,CAJ68365.1,15713.5623,-0.173794016,0.339285069,-0.512235968,0.608485873,0.748201639,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1737399,1738517,+,NA,NA,Transposase-like protein B,tlpB3,NA,CD630_15000,1119,372,old_locus_tag=CD1500
1557,CAJ68366.1,1300.606159,-0.947981396,0.34413159,-2.754706117,0.005874488,0.034032674,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1739817,1740476,+,NA,NA,Deoxyribose-phosphate aldolase (Phosphodeoxyriboaldolase) (Deoxyriboaldolase) (DERA),deoC,NA,CD630_15020,660,219,old_locus_tag=CD1502
1558,CAJ68367.1,12.43214953,1.616494185,1.02123627,1.582879724,0.113448881,0.25657666,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1740658,1741026,+,NA,NA,"Transcriptional regulator, GntR family",NA,NA,CD630_15030,369,122,old_locus_tag=CD1503
1559,CAJ68368.1,59.59389218,3.568586406,1.155726894,3.087741943,0.002016835,0.015554842,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1741030,1741905,+,NA,NA,"ABC-type transport system, multidrug-family ATP-binding protein",NA,NA,CD630_15040,876,291,old_locus_tag=CD1504
1560,CAJ68369.1,43.99245461,4.598555579,1.350517098,3.405033217,0.00066156,0.006746819,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1741906,1742700,+,NA,NA,"ABC-type transport system, multidrug-family permease",NA,NA,CD630_15050,795,264,old_locus_tag=CD1505
1561,CAJ68370.1,644.6403522,-0.554544179,0.687449898,-0.806668502,0.419857496,0.594383346,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1742795,1744120,-,NA,NA,"putative drug/sodium antiporter, MATE family",NA,NA,CD630_15060,1326,441,old_locus_tag=CD1506
1562,CAJ68371.1,51.06627166,0.483109774,0.641653339,0.752913988,0.451501602,0.625780206,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1744509,1745093,+,NA,NA,putative thioredoxin,NA,NA,CD630_15070,585,194,old_locus_tag=CD1507
1563,CAJ68372.1,7.471138834,1.701056454,0.908878141,1.871600137,0.061261944,0.170776896,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1745086,1745235,+,NA,NA,conserved hypothetical protein,NA,NA,CD630_15071,150,49,old_locus_tag=CD1507A
1564,CAJ68373.1,111.1671271,1.063189,0.449390284,2.365847768,0.01798884,0.074657717,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1745246,1746145,+,NA,NA,putative iron-sulfur binding protein,NA,NA,CD630_15080,900,299,old_locus_tag=CD1508
1565,CAJ68374.1,35.21078613,2.994177913,0.740934869,4.041081122,5.32E-05,0.001030767,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1746150,1746719,+,NA,NA,putative lipoprotein,NA,NA,CD630_15090,570,189,old_locus_tag=CD1509
1566,CAJ68375.1,2147.241162,0.055891161,0.468093368,0.119401736,0.904957086,0.943970452,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1746886,1747533,-,NA,NA,conserved hypothetical protein,NA,NA,CD630_15100,648,215,old_locus_tag=CD1510
1567,CAJ68376.1,715.9441785,2.949017657,0.571355913,5.161437183,2.45E-07,1.24E-05,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1747923,1748837,-,NA,NA,spore coat protein,cotB,NA,CD630_15110,915,304,old_locus_tag=CD1511
1568,CCA62823.1,94.41387653,2.055530358,0.57616901,3.567582292,0.00036029,0.004181174,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1749669,1749851,-,NA,NA,conserved hypothetical protein,NA,NA,CD630_15111,183,60,old_locus_tag=CD1511A
1569,CAJ68377.1,509.2475043,1.730319227,0.693363502,2.495544146,0.012576411,0.057196403,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1750281,1751129,-,NA,NA,Pantothenate synthetase,panC,NA,CD630_15120,849,282,old_locus_tag=CD1512
1570,CAJ68378.1,296.2862736,1.378265815,0.619937404,2.223233839,0.026200036,0.096689754,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1751148,1751975,-,NA,NA,Ketopantoate hydroxymethyltransferase,panB,NA,CD630_15130,828,275,old_locus_tag=CD1513
1571,CAJ68379.1,283.9723644,3.175212819,0.889272743,3.570572521,0.000356202,0.004163395,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1751950,1752846,-,NA,NA,uncharacterised protein,NA,NA,CD630_15140,897,298,old_locus_tag=CD1514
1572,CAJ68380.1,2478.589305,1.215003049,0.335855135,3.617640234,0.000297301,0.003675569,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1753526,1755619,+,NA,NA,diguanylate kinase signaling protein,pdcA,NA,CD630_15150,2094,697,old_locus_tag=CD1515
1573,CCA62824.1,5.558792104,4.827231867,1.642382668,2.939163911,0.00329099,0.022151353,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1757001,1757273,-,NA,NA,conserved hypothetical protein,NA,NA,CD630_15152,273,90,old_locus_tag=CD1515B
1574,CAJ68381.1,209.7744505,3.576707602,0.937630583,3.814623443,0.000136391,0.002044205,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1757492,1758310,+,NA,NA,"Transcriptional regulator, MerR family",NA,NA,CD630_15160,819,272,old_locus_tag=CD1516
1575,CAJ68382.1,3459.020601,0.448886901,0.301438944,1.489147007,0.136448662,0.291310122,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1758443,1760563,-,NA,NA,Ferrous iron transport protein B,feoB,NA,CD630_15170,2121,706,old_locus_tag=CD1517
1576,CAJ68383.1,350.0924158,-0.3562057,0.286085478,-1.24510235,0.21309413,0.387843889,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1760589,1760816,-,NA,NA,Ferrous iron transport protein,feoA2,NA,CD630_15180,228,75,old_locus_tag=CD1518
1577,CAJ68384.1,86.97031934,3.85194771,0.919766022,4.187964783,2.81E-05,0.000640788,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1761143,1761583,-,NA,NA,putative acyltransferase,NA,NA,CD630_15190,441,146,old_locus_tag=CD1519
1578,CAJ68385.1,178.7807976,-0.058738047,0.290829748,-0.20196712,0.839942429,0.90559419,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1761756,1762724,+,NA,NA,putative membrane protein,NA,NA,CD630_15200,969,322,old_locus_tag=CD1520
1579,CAJ68386.1,3373.653969,-0.824585326,0.438663885,-1.879765702,0.060140017,0.168282949,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1763201,1764409,+,NA,NA,Tyrosyl-tRNA synthetase (Tyrosine--tRNA ligase) (TyrRS),tyrS,NA,CD630_15210,1209,402,old_locus_tag=CD1521
1580,CAJ68387.1,6657.28627,-0.799416297,0.441004329,-1.812717573,0.069875393,0.18582179,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1764470,1765351,-,NA,NA,putative polysaccharide deacetylase,NA,NA,CD630_15220,882,293,old_locus_tag=CD1522
1581,CAJ68388.1,1749.669137,0.412529414,0.251595453,1.639653696,0.101077192,0.237730473,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1765767,1766681,+,NA,NA,putative transporter,NA,NA,CD630_15230,915,304,old_locus_tag=CD1523
1582,CAJ68389.1,50084.86884,-0.710480585,0.319642023,-2.222738356,0.026233448,0.096689754,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1766904,1767449,+,NA,NA,putative rubrerythrin,NA,NA,CD630_15240,546,181,old_locus_tag=CD1524
1583,CAJ68390.1,1074.230198,0.007314481,0.347788269,0.02103142,0.983220592,0.993363907,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1767549,1768697,+,NA,NA,putative iron-sulfur protein,NA,NA,CD630_15250,1149,382,old_locus_tag=CD1525
1584,CAJ68391.1,2261.813668,0.100317333,0.308821802,0.324838894,0.745303006,0.848174525,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1768750,1770015,+,NA,NA,Dihydroorotase (DHOase),pyrC,NA,CD630_15260,1266,421,old_locus_tag=CD1526
1585,CAJ68392.1,9984.606908,-0.287264138,0.214446747,-1.339559316,0.180388658,0.349267161,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1770301,1771533,-,NA,NA,"ABC-type transport system, permease",NA,NA,CD630_15270,1233,410,old_locus_tag=CD1527
1586,CAJ68393.1,4567.327083,-0.612044974,0.259976283,-2.354233883,0.018560929,0.076196284,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1771536,1772210,-,NA,NA,"ABC-type transport system, ATP-binding protein",NA,NA,CD630_15280,675,224,old_locus_tag=CD1528
1587,CAJ68394.1,7940.861444,-0.365746233,0.220198411,-1.660984889,0.096716482,0.231145523,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1772218,1773447,-,NA,NA,"ABC-type transport system, permease",NA,NA,CD630_15290,1230,409,old_locus_tag=CD1529
1588,CAJ68395.1,254.1892738,0.367873254,0.456499693,0.805856519,0.420325585,0.594818545,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1773559,1774563,-,NA,NA,Two-component sensor histidine kinase,NA,NA,CD630_15300,1005,334,old_locus_tag=CD1530
1589,CAJ68396.1,85.56420918,1.728105288,0.634296479,2.724444084,0.006440984,0.036459513,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1774587,1775261,-,NA,NA,Two-component response regulator,NA,NA,CD630_15310,675,224,old_locus_tag=CD1531
1590,CAJ68397.1,42.88246622,-0.39141516,0.43801705,-0.893607133,0.371532129,0.549454747,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1775549,1776316,+,NA,NA,"ABC-type transport system, ATP-binding protein",NA,NA,CD630_15320,768,255,old_locus_tag=CD1532
1591,CAJ68398.1,34.56487243,2.107999128,0.921847654,2.286710955,0.0222127,0.085926243,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1776303,1778240,+,NA,NA,"ABC-type transport system, permease",NA,NA,CD630_15330,1938,645,old_locus_tag=CD1533
1592,CAJ68399.1,1068.980504,-0.228220966,0.320671182,-0.711697773,0.476651947,0.64730943,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1778465,1780078,+,NA,NA,Gamma-glutamyltranspeptidase,ggt,NA,CD630_15340,1614,537,old_locus_tag=CD1534
1593,CAJ68400.1,3130.296595,0.172159167,0.256161456,0.672072875,0.501537304,0.66763434,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1780211,1781062,-,NA,NA,3-mercaptopyruvate sulfurtransferase,sseA,NA,CD630_15350,852,283,old_locus_tag=CD1535
1594,CAJ68401.1,7797.425961,1.090931437,0.356495411,3.060155626,0.00221222,0.016611843,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1781688,1782581,+,NA,NA,Ferredoxin--NADP(+) reductase subunit alpha,NA,NA,CD630_15360,894,297,old_locus_tag=CD1536
1595,CAJ68402.1,17276.0154,0.508105542,0.360865038,1.408020974,0.159124859,0.324204859,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1782581,1783975,+,NA,NA,putative glutamate synthase,aspB1,NA,CD630_15370,1395,464,old_locus_tag=CD1537
1596,CAJ68403.1,1613.045464,2.608723204,0.640884013,4.070507536,4.69E-05,0.000938724,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1784341,1786560,+,NA,NA,putative signaling protein,NA,NA,CD630_15380,2220,739,old_locus_tag=CD1538
1597,CAJ68404.1,55.47525186,-0.032086328,0.518085265,-0.061932523,0.950616568,0.974589805,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1786707,1787453,+,NA,NA,"ABC-type transport system, ATP-binding protein",NA,NA,CD630_15390,747,248,old_locus_tag=CD1539
1598,CAJ68405.1,20.53506516,1.576877886,0.967688797,1.629529959,0.103200878,0.240888809,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1787453,1789333,+,NA,NA,"ABC-type transport system, permease protein",NA,NA,CD630_15400,1881,626,old_locus_tag=CD1540
1599,CAJ68406.1,6353.417872,-0.284533543,0.279099715,-1.019469127,0.307980303,0.493568433,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1789452,1790843,+,NA,NA,"putative drug/sodium antiporter, MATE family",NA,NA,CD630_15410,1392,463,old_locus_tag=CD1541
1600,CAJ68407.1,3413.258745,-0.033115504,0.387764685,-0.08540103,0.931942574,0.962977916,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1790950,1791990,+,NA,NA,fic family protein,NA,NA,CD630_15420,1041,346,old_locus_tag=CD1542
1601,CAJ68408.1,66.58697254,0.29107358,0.539986822,0.539038302,0.589860426,0.735101885,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1792479,1793132,+,NA,NA,putative FMN-dependent NADH-azoreductase,NA,NA,CD630_15430,654,217,old_locus_tag=CD1543
